0;0;0;0;land;false;unknown;0
1;248;189;174;land;false;plains;1
2;240;184;93;land;false;plains;1
3;185;148;172;land;false;plains;1
4;200;252;106;land;false;plains;1
5;160;217;146;land;true;plains;1
6;227;70;219;land;true;plains;1
7;33;237;239;land;false;plains;1
8;246;216;184;land;false;plains;1
9;213;219;207;land;false;plains;1
10;247;198;140;land;true;plains;1
11;180;129;195;land;false;plains;1
12;104;253;149;land;true;plains;1
13;151;243;237;land;false;plains;1
14;229;176;151;land;false;plains;1
15;132;212;240;land;false;plains;1
16;150;216;173;land;false;plains;1
17;82;205;216;land;false;plains;1
18;177;229;128;land;false;plains;1
19;89;232;187;land;false;plains;1
20;196;195;165;land;false;plains;1
21;196;196;109;land;false;plains;1
22;249;130;178;land;false;plains;1
23;127;167;237;land;false;plains;1
24;238;154;175;land;false;plains;1
25;179;247;164;land;false;plains;1
26;212;191;124;land;false;plains;1
27;235;152;173;land;true;plains;1
28;146;176;200;land;false;plains;1
29;231;221;200;land;false;plains;1
30;202;224;254;land;false;plains;1
31;175;132;247;land;false;plains;1
32;232;149;129;land;false;plains;1
33;125;207;191;land;false;plains;1
34;240;182;91;land;false;plains;1
35;223;233;127;land;false;plains;1
36;238;208;186;land;false;plains;1
37;104;251;240;land;false;plains;1
38;42;246;227;land;false;plains;1
39;181;245;232;land;false;plains;1
40;251;111;145;land;false;plains;1
41;183;186;164;land;false;plains;1
42;244;235;242;land;false;plains;1
43;241;225;126;land;false;plains;1
44;217;151;235;land;false;plains;1
45;236;179;253;land;true;plains;1
46;217;125;205;land;false;plains;1
47;237;182;136;land;false;plains;1
48;229;162;228;land;false;plains;1
49;239;253;226;land;false;plains;1
50;244;56;247;land;false;plains;1
51;227;225;190;land;false;plains;1
52;152;244;161;land;false;plains;1
53;125;250;205;land;false;plains;1
54;210;244;154;land;false;plains;1
55;161;108;244;land;false;plains;1
56;55;210;239;land;true;plains;1
57;217;193;189;land;false;plains;1
58;227;243;113;land;false;plains;1
59;149;237;238;land;true;plains;1
60;249;207;226;land;false;plains;1
61;192;202;158;land;false;plains;1
62;250;14;246;land;false;plains;1
63;229;75;241;land;true;plains;1
64;191;251;249;land;false;plains;1
65;176;252;239;land;false;plains;1
66;105;196;204;land;false;plains;1
67;116;254;132;land;false;plains;1
68;181;215;192;land;false;plains;1
69;141;248;234;land;false;plains;1
70;243;222;221;land;false;plains;1
71;249;195;123;land;true;plains;1
72;156;252;192;land;false;plains;1
73;86;212;252;land;false;plains;1
74;229;235;215;land;false;plains;1
75;222;140;205;land;false;plains;1
76;254;174;158;land;false;plains;1
77;221;254;201;land;false;plains;1
78;241;186;107;land;false;plains;1
79;228;33;241;land;false;plains;1
80;222;219;251;land;false;plains;1
81;217;94;247;land;false;plains;1
82;226;184;147;land;true;plains;1
83;248;77;226;land;false;plains;1
84;172;238;147;land;false;plains;1
85;148;217;238;land;false;plains;1
86;223;56;243;land;false;plains;1
87;204;243;58;land;false;plains;1
88;201;254;50;land;true;plains;1
89;223;249;170;land;false;plains;1
90;252;188;138;land;false;plains;1
91;137;136;254;land;false;plains;1
92;165;200;251;land;true;plains;1
93;240;114;218;land;false;plains;1
94;196;108;247;land;false;plains;1
95;175;247;187;land;false;plains;1
96;251;168;173;land;false;plains;1
97;242;195;147;land;false;plains;1
98;194;154;153;land;false;plains;1
99;77;223;223;land;false;plains;1
100;153;244;123;land;false;plains;1
101;212;222;189;land;false;plains;1
102;229;112;207;land;false;plains;1
103;13;242;248;land;false;plains;1
104;233;170;154;land;false;plains;1
105;148;197;190;land;false;plains;1
106;112;225;178;land;false;plains;1
107;158;229;239;land;false;plains;1
108;60;224;235;land;true;plains;1
109;237;106;191;land;true;plains;1
110;202;244;125;land;false;plains;1
111;241;240;207;land;false;plains;1
112;238;241;247;land;false;plains;1
113;122;178;248;land;false;plains;1
114;160;149;252;land;true;plains;1
115;225;111;170;land;true;plains;1
116;196;211;206;land;false;plains;1
117;202;92;224;land;false;plains;1
118;240;162;229;land;false;plains;1
119;237;185;171;land;false;plains;1
120;178;234;198;land;true;plains;1
121;90;239;180;land;false;plains;1
122;193;162;186;land;true;plains;1
123;129;247;138;land;false;plains;1
124;247;72;226;land;true;plains;1
125;253;168;156;land;true;plains;1
126;216;239;52;land;false;plains;1
127;234;185;125;land;false;plains;1
128;207;236;137;land;false;plains;1
129;244;48;220;land;false;plains;1
130;81;227;227;land;false;plains;1
131;164;122;241;land;true;plains;1
132;196;253;114;land;false;plains;1
133;200;212;162;land;false;plains;1
134;219;214;227;land;true;plains;1
135;189;186;131;land;false;plains;1
136;223;108;191;land;false;plains;1
137;173;144;227;land;false;plains;1
138;234;171;174;land;false;plains;1
139;217;168;220;land;false;plains;1
140;211;211;235;land;false;plains;1
141;245;186;166;land;false;plains;1
142;103;228;183;land;false;plains;1
143;98;250;163;land;true;plains;1
144;210;166;134;land;false;plains;1
145;192;113;246;land;false;plains;1
146;225;247;147;land;false;plains;1
147;231;221;154;land;false;plains;1
148;109;198;227;land;false;plains;1
149;195;226;158;land;false;plains;1
150;215;58;231;land;false;plains;1
151;169;204;188;land;false;plains;1
152;203;241;112;land;false;plains;1
153;235;222;189;land;false;plains;1
154;233;201;234;land;true;plains;1
155;201;71;233;land;false;plains;1
156;143;161;242;land;false;plains;1
157;246;179;126;land;false;plains;1
158;154;232;215;land;false;plains;1
